th,year,dstrct_id,dstrct_Kanji,当落,Win(1:3),vote,vote_pcnt,candidate_name,gender,DOB,terms,party,派閥,派閥系統,新旧,推薦
46,2012,id08_27_17,大阪府１７区,-,3,11544,6.3,辻恵,男,1948/6/12 0:00,,未,民,,前,大
46,2012,id08_27_17,大阪府１７区,-,3,2778,1.5,奥田クスミ,女,1947/6/11 0:00,,無,,,新,
46,2012,id08_27_18,大阪府１８区,当,1,100312,43.7,遠藤敬,男,1968/6/6 0:00,1,維,自,,新,み
46,2012,id08_27_18,大阪府１８区,-,3,83388,36.3,神谷昇,男,1949/4/12 0:00,,自,,,新,公
46,2012,id08_27_18,大阪府１８区,-,3,24467,10.7,中川治,男,1951/2/10 0:00,,未,生,,前,大
46,2012,id08_27_18,大阪府１８区,-,3,21500,9.4,矢野忠重,男,1950/3/3 0:00,,共,,,新,
46,2012,id08_27_19,大阪府１９区,当,1,65158,38.4,丸山穂高,男,1984/1/10 0:00,1,維,,,新,み
46,2012,id08_27_19,大阪府１９区,-,3,50242,29.6,谷川とむ,男,1976/4/27 0:00,,自,,,新,公
46,2012,id08_27_19,大阪府１９区,-,3,42554,25.1,長安豊,男,1968/9/5 0:00,,民,,,前,国
46,2012,id08_27_19,大阪府１９区,-,3,9606,5.7,田上聡太郎,男,1978/6/19 0:00,,共,,,新,
46,2012,id08_27_19,大阪府１９区,-,3,1957,1.2,豊田隆久,男,1972/9/18 0:00,,諸,,,新,
46,2012,id08_28_01,兵庫県１区,当,1,76401,37.2,盛山正仁,男,1953/12/14 0:00,2,自,岸,宏池会,元,公
46,2012,id08_28_01,兵庫県１区,比当,2,73587,35.8,井坂信彦,男,1974/3/27 0:00,,み,,,新,維
46,2012,id08_28_01,兵庫県１区,-,3,37584,18.3,井戸正枝,女,1965/12/13 0:00,,民,,,前,国
46,2012,id08_28_01,兵庫県１区,-,3,18059,8.8,筒井哲二朗,男,1971/2/26 0:00,,共,,,新,
46,2012,id08_28_02,兵庫県２区,当,1,87969,47.3,赤羽一嘉,男,1958/5/7 0:00,6,公,,,元,自・維
46,2012,id08_28_02,兵庫県２区,-,3,43900,23.6,向山好一,男,1957/7/18 0:00,,民,,,前,
46,2012,id08_28_02,兵庫県２区,-,3,30658,16.5,五島大亮,男,1977/7/4 0:00,,無,,,新,
46,2012,id08_28_02,兵庫県２区,-,3,23367,12.6,貫名ユウナ,女,1951/11/4 0:00,,共,,,新,
46,2012,id08_28_03,兵庫県３区,当,1,67920,37.8,関芳弘,男,1965/6/7 0:00,2,自,町,清和会,元,公
46,2012,id08_28_03,兵庫県３区,比当,2,55835,31.1,新原秀人,男,1962/4/29 0:00,,維,自,,新,み
46,2012,id08_28_03,兵庫県３区,-,3,26875,15,横畑和幸,男,1971/11/11 0:00,,民,,,新,国
46,2012,id08_28_03,兵庫県３区,-,3,15030,8.4,三橋真記,女,1977/9/30 0:00,,未,生,,新,大
46,2012,id08_28_03,兵庫県３区,-,3,13811,7.7,大椙鉄夫,男,1948/4/9 0:00,,共,,,新,
46,2012,id08_28_04,兵庫県４区,当,1,104202,43.1,藤井比早之,男,1971/9/11 0:00,1,自,,,新,公
46,2012,id08_28_04,兵庫県４区,-,3,78565,32.5,清水貴之,男,1974/6/29 0:00,,維,,,新,み
46,2012,id08_28_04,兵庫県４区,-,3,43386,17.9,高橋昭一,男,1964/6/24 0:00,,民,,,前,国
46,2012,id08_28_04,兵庫県４区,-,3,15769,6.5,松本勝雄,男,1944/8/18 0:00,,共,,,新,
46,2012,id08_28_05,兵庫県５区,当,1,104403,47,谷公一,男,1952/1/28 0:00,4,自,伊,志帥会,前,公
46,2012,id08_28_05,兵庫県５区,比当,2,51341,23.1,三木圭恵,女,1966/7/7 0:00,,維,太,,新,み
46,2012,id08_28_05,兵庫県５区,-,3,50732,22.9,梶原康弘,男,1956/10/14 0:00,,民,,,前,国
46,2012,id08_28_05,兵庫県５区,-,3,15534,7,平山和志,男,1953/11/21 0:00,,共,,,新,
46,2012,id08_28_06,兵庫県６区,当,1,99988,36,大串正樹,男,1966/1/20 0:00,1,自,,,新,公
46,2012,id08_28_06,兵庫県６区,比当,2,79187,28.5,杉田水脈,女,1967/4/22 0:00,,維,み,,新,
46,2012,id08_28_06,兵庫県６区,-,3,58270,21,市村浩一郎,男,1964/7/16 0:00,,民,,,前,国
46,2012,id08_28_06,兵庫県６区,-,3,21739,7.8,松崎克彦,男,1955/3/12 0:00,,未,自,,新,大
46,2012,id08_28_06,兵庫県６区,-,3,18221,6.6,吉見秋彦,男,1974/10/5 0:00,,共,,,新,
46,2012,id08_28_07,兵庫県７区,当,1,105092,39.3,山田賢司,男,1966/4/20 0:00,1,自,麻,志公会,新,公
46,2012,id08_28_07,兵庫県７区,比当,2,80480,30.1,畠中光成,男,1972/6/30 0:00,,み,,,新,維
46,2012,id08_28_07,兵庫県７区,-,3,59385,22.2,石井登志郎,男,1971/5/29 0:00,,民,,,前,国
46,2012,id08_28_07,兵庫県７区,-,3,22377,8.4,浜本信義,男,1953/7/26 0:00,,共,,,新,
46,2012,id08_28_08,兵庫県８区,当,1,97526,46.6,中野洋昌,男,1978/1/4 0:00,1,公,,,新,自・維
46,2012,id08_28_08,兵庫県８区,-,3,62697,30,田中康夫,男,1956/4/12 0:00,,新日,,,前,
46,2012,id08_28_08,兵庫県８区,-,3,26246,12.6,室井秀子,女,1955/10/14 0:00,,民,,,前,
46,2012,id08_28_08,兵庫県８区,-,3,22645,10.8,庄本悦子,女,1954/8/16 0:00,,共,,,新,
46,2012,id08_28_09,兵庫県９区,当,1,120590,59.4,西村康稔,男,1962/10/15 0:00,4,自,,,前,公
46,2012,id08_28_09,兵庫県９区,-,3,45097,22.2,谷俊二,男,1967/4/24 0:00,,維,,,新,み
46,2012,id08_28_09,兵庫県９区,-,3,21016,10.3,浜本宏,男,1952/4/22 0:00,,民,,,前,国
46,2012,id08_28_09,兵庫県９区,-,3,16393,8.1,新町美千代,女,1947/3/19 0:00,,共,,,新,
46,2012,id08_28_10,兵庫県１０区,当,1,87902,44.2,渡海紀三朗,男,1948/2/11 0:00,7,自,,,元,公
46,2012,id08_28_10,兵庫県１０区,-,3,54852,27.6,岡田康裕,男,1975/7/13 0:00,,民,,,前,国
46,2012,id08_28_10,兵庫県１０区,-,3,43948,22.1,岡田久雄,男,1982/11/13 0:00,,維,,,新,み
46,2012,id08_28_10,兵庫県１０区,-,3,12106,6.1,井沢孝典,男,1950/11/1 0:00,,共,,,新,
46,2012,id08_28_11,兵庫県１１区,当,1,80760,39.6,松本剛明,男,1959/4/25 0:00,5,民,,,前,国
46,2012,id08_28_11,兵庫県１１区,-,3,64509,31.6,頭師暢秀,男,1970/7/7 0:00,,自,,,新,公
46,2012,id08_28_11,兵庫県１１区,-,3,46462,22.8,堅田壮一郎,男,1986/11/15 0:00,,維,,,新,み
46,2012,id08_28_11,兵庫県１１区,-,3,12304,6,白髪みどり,女,1975/7/9 0:00,,共,,,新,
46,2012,id08_28_12,兵庫県１２区,当,1,81528,44.2,山口壮,男,1954/10/3 0:00,4,民,,,前,国
46,2012,id08_28_12,兵庫県１２区,-,3,56317,30.5,岡崎晃,男,1963/12/23 0:00,,自,,,新,公
46,2012,id08_28_12,兵庫県１２区,-,3,37424,20.3,宮崎健治,男,1966/11/8 0:00,,維,,,新,み
46,2012,id08_28_12,兵庫県１２区,-,3,9232,5,竹内典昭,男,1975/1/14 0:00,,共,,,新,
46,2012,id08_29_01,奈良県１区,当,1,68712,37.9,馬淵澄夫,男,1960/8/23 0:00,4,民,,,前,国
46,2012,id08_29_01,奈良県１区,比当,2,61043,33.6,小林茂樹,男,1964/10/9 0:00,,自,,,新,公
46,2012,id08_29_01,奈良県１区,-,3,38791,21.4,大野祐司,男,1960/10/16 0:00,,維,,,新,み
46,2012,id08_29_01,奈良県１区,-,3,12954,7.1,伊藤恵美子,女,1946/3/26 0:00,,共,,,新,
46,2012,id08_29_02,奈良県２区,当,1,86747,46.7,高市早苗,女,1961/3/7 0:00,6,自,,,前,公
46,2012,id08_29_02,奈良県２区,-,3,45014,24.2,並河健,男,1978/12/26 0:00,,維,,,新,み
46,2012,id08_29_02,奈良県２区,-,3,22321,12,百武威,男,1975/7/2 0:00,,民,,,新,国
46,2012,id08_29_02,奈良県２区,-,3,19200,10.3,中村哲治,男,1971/7/24 0:00,,未,生,,元,大
46,2012,id08_29_02,奈良県２区,-,3,12444,6.7,中野明美,女,1948/3/14 0:00,,共,,,新,
46,2012,id08_29_03,奈良県３区,当,1,76073,43.1,奥野信亮,男,1944/3/5 0:00,3,自,町,清和会,元,公
46,2012,id08_29_03,奈良県３区,-,3,49928,28.3,西峰正佳,男,1967/8/23 0:00,,維,,,新,み
46,2012,id08_29_03,奈良県３区,-,3,35974,20.4,吉川政重,男,1963/10/12 0:00,,民,,,前,国
46,2012,id08_29_03,奈良県３区,-,3,14466,8.2,豆田至功,男,1953/3/4 0:00,,共,,,新,
46,2012,id08_29_04,奈良県４区,当,1,82125,50.6,田野瀬太道,男,1974/7/4 0:00,1,自,,,新,公
46,2012,id08_29_04,奈良県４区,-,3,35969,22.1,松浪武久,男,1967/3/27 0:00,,維,自,,新,み
46,2012,id08_29_04,奈良県４区,-,3,35636,21.9,大西孝典,男,1956/3/30 0:00,,民,,,前,
46,2012,id08_29_04,奈良県４区,-,3,8723,5.4,山崎タヨ,女,1950/8/9 0:00,,共,,,新,
46,2012,id08_30_01,和歌山県１区,当,1,60577,34.9,岸本周平,男,1956/7/12 0:00,2,民,,,前,国
46,2012,id08_30_01,和歌山県１区,比当,2,60277,34.8,門博文,男,1965/8/18 0:00,,自,,,新,公
46,2012,id08_30_01,和歌山県１区,-,3,39395,22.7,林潤,男,1972/10/23 0:00,,維,自,,元,
46,2012,id08_30_01,和歌山県１区,-,3,13094,7.6,国重秀明,男,1960/10/25 0:00,,共,,,新,
46,2012,id08_30_02,和歌山県２区,当,1,72957,52.6,石田真敏,男,1952/4/11 0:00,5,自,,,前,公
46,2012,id08_30_02,和歌山県２区,比当,2,36110,26.1,阪口直人,男,1963/6/12 0:00,,維,民,,前,み
46,2012,id08_30_02,和歌山県２区,-,3,17567,12.7,坂口親宏,男,1960/8/28 0:00,,民,,,新,
46,2012,id08_30_02,和歌山県２区,-,3,11942,8.6,吉田雅哉,男,1975/10/26 0:00,,共,,,新,
46,2012,id08_30_03,和歌山県３区,当,1,112916,60.4,二階俊博,男,1939/2/17 0:00,10,自,伊,志帥会,前,公
46,2012,id08_30_03,和歌山県３区,-,3,52358,28,山下大輔,男,1967/8/25 0:00,,維,民,,新,み
46,2012,id08_30_03,和歌山県３区,-,3,21570,11.5,原矢寸久,男,1951/10/21 0:00,,共,,,新,
46,2012,id09_31_01,鳥取県１区,当,1,124746,84.5,石破茂,男,1957/2/4 0:00,9,自,,,前,公
46,2012,id09_31_01,鳥取県１区,-,3,17550,11.9,塚田成幸,男,1964/2/6 0:00,,共,,,新,
46,2012,id09_31_01,鳥取県１区,-,3,5325,3.6,井上洋,男,1949/2/2 0:00,,無,,,新,
46,2012,id09_31_02,鳥取県２区,当,1,87395,60.8,赤沢亮正,男,1960/12/18 0:00,3,自,,,前,公
46,2012,id09_31_02,鳥取県２区,-,3,45728,31.8,湯原俊二,男,1962/11/20 0:00,,民,,,前,
46,2012,id09_31_02,鳥取県２区,-,3,10584,7.4,福住英行,男,1975/12/8 0:00,,共,,,新,
46,2012,id09_32_01,島根県１区,当,1,112605,64.7,細田博之,男,1944/4/5 0:00,8,自,町,清和会,前,公
46,2012,id09_32_01,島根県１区,-,3,47343,27.2,小室寿明,男,1960/9/18 0:00,,民,,,前,
46,2012,id09_32_01,島根県１区,-,3,14173,8.1,吉儀敬子,女,1951/1/25 0:00,,共,,,新,
46,2012,id09_32_02,島根県２区,当,1,135270,67.7,竹下亘,男,1946/11/3 0:00,5,自,額,平成研,前,公
46,2012,id09_32_02,島根県２区,-,3,48046,24.1,石田祥吾,男,1980/6/16 0:00,,民,,,新,
46,2012,id09_32_02,島根県２区,-,3,16442,8.2,向瀬慎一,男,1971/1/12 0:00,,共,,,新,
46,2012,id09_33_01,岡山県１区,当,1,100960,56.3,逢沢一郎,男,1954/6/10 0:00,9,自,,,前,公
46,2012,id09_33_01,岡山県１区,-,3,41258,23,高井崇志,男,1969/9/26 0:00,,民,,,前,国
46,2012,id09_33_01,岡山県１区,-,3,24370,13.6,赤木正幸,男,1975/2/22 0:00,,み,,,新,維
46,2012,id09_33_01,岡山県１区,-,3,10291,5.7,垣内雄一,男,1964/9/2 0:00,,共,,,新,
46,2012,id09_33_01,岡山県１区,-,3,2480,1.4,安原園枝,女,1962/6/9 0:00,,諸,,,新,
46,2012,id09_33_02,岡山県２区,当,1,82061,52.8,山下貴司,男,1965/9/8 0:00,1,自,,,新,公
46,2012,id09_33_02,岡山県２区,比当,2,57573,37,津村啓介,男,1971/10/27 0:00,,民,,,前,国
46,2012,id09_33_02,岡山県２区,-,3,15789,10.2,井上素子,女,1947/8/6 0:00,,共,,,新,
46,2012,id09_33_03,岡山県３区,当,1,73752,44.8,平沼赳夫,男,1939/8/3 0:00,11,維,太,,前,
46,2012,id09_33_03,岡山県３区,比当,2,53986,32.8,阿部俊子,女,1959/5/19 0:00,,自,,,前,公
46,2012,id09_33_03,岡山県３区,-,3,29095,17.7,西村啓聡,男,1975/12/9 0:00,,民,,,新,国
46,2012,id09_33_03,岡山県３区,-,3,7904,4.8,古松国昭,男,1945/1/11 0:00,,共,,,新,
46,2012,id09_33_04,岡山県４区,当,1,91155,46.4,橋本岳,男,1974/2/5 0:00,2,自,額,平成研,元,公
46,2012,id09_33_04,岡山県４区,比当,2,64293,32.7,柚木道義,男,1972/5/28 0:00,,民,,,前,国
46,2012,id09_33_04,岡山県４区,-,3,29798,15.2,赤沢幹温,男,1960/12/27 0:00,,維,,,新,
46,2012,id09_33_04,岡山県４区,-,3,11125,5.7,須増伸子,女,1966/5/15 0:00,,共,,,新,
46,2012,id09_33_05,岡山県５区,当,1,101117,66.7,加藤勝信,男,1955/11/22 0:00,4,自,額,平成研,前,公
46,2012,id09_33_05,岡山県５区,-,3,39989,26.4,花咲宏基,男,1966/8/14 0:00,,民,,,前,国
46,2012,id09_33_05,岡山県５区,-,3,10593,7,古松健治,男,1971/7/7 0:00,,共,,,新,
46,2012,id09_34_01,広島県１区,当,1,103689,63.5,岸田文雄,男,1957/7/29 0:00,7,自,岸,宏池会,前,公
46,2012,id09_34_01,広島県１区,-,3,25429,15.6,野中幸市,男,1963/5/22 0:00,,民,,,新,
46,2012,id09_34_01,広島県１区,-,3,21698,13.3,菅川洋,男,1968/10/19 0:00,,未,生,,前,大
46,2012,id09_34_01,広島県１区,-,3,12444,7.6,大西理,男,1966/2/8 0:00,,共,,,新,
46,2012,id09_34_02,広島県２区,当,1,109823,49.7,平口洋,男,1948/8/1 0:00,2,自,額,平成研,元,公
46,2012,id09_34_02,広島県２区,-,3,61373,27.8,松本大輔,男,1971/8/5 0:00,,民,,,前,国
46,2012,id09_34_02,広島県２区,-,3,36979,16.7,辻康裕,男,1968/12/20 0:00,,維,,,新,み
46,2012,id09_34_02,広島県２区,-,3,12619,5.7,中森辰一,男,1952/8/1 0:00,,共,,,新,
46,2012,id09_34_03,広島県３区,当,1,87993,46.2,河井克行,男,1963/3/11 0:00,5,自,,,前,公
46,2012,id09_34_03,広島県３区,-,3,51666,27.1,橋本博明,男,1970/7/22 0:00,,民,,,前,
46,2012,id09_34_03,広島県３区,比当,2,36993,19.4,中丸啓,男,1963/11/17 0:00,,維,太,,新,
46,2012,id09_34_03,広島県３区,-,3,13875,7.3,藤井敏子,女,1953/6/18 0:00,,共,,,新,
46,2012,id09_34_04,広島県４区,当,1,91611,57.8,中川俊直,男,1970/4/25 0:00,1,自,,,新,公
46,2012,id09_34_04,広島県４区,-,3,53340,33.6,空本誠喜,男,1964/3/11 0:00,,民,,,前,国
46,2012,id09_34_04,広島県４区,-,3,13576,8.6,中石仁,男,1962/11/25 0:00,,共,,,新,
46,2012,id09_34_05,広島県５区,当,1,99842,63.1,寺田稔,男,1958/1/24 0:00,3,自,岸,宏池会,元,公
46,2012,id09_34_05,広島県５区,-,3,49356,31.2,三谷光男,男,1959/6/16 0:00,,民,,,前,国
46,2012,id09_34_05,広島県５区,-,3,9126,5.8,尾崎光,男,1952/11/8 0:00,,共,,,新,
46,2012,id09_34_06,広島県６区,当,1,91078,49,亀井静香,男,1936/11/1 0:00,12,未,国,,前,大
46,2012,id09_34_06,広島県６区,比当,2,78747,42.4,小島敏文,男,1950/9/7 0:00,,自,,,新,
46,2012,id09_34_06,広島県６区,-,3,16046,8.6,花岡多美世,女,1957/7/30 0:00,,共,,,新,
46,2012,id09_34_07,広島県７区,当,1,93491,47.5,小林史明,男,1983/4/8 0:00,1,自,,,新,公
46,2012,id09_34_07,広島県７区,-,3,52543,26.7,和田隆志,男,1963/7/18 0:00,,民,,,前,国
46,2012,id09_34_07,広島県７区,比当,2,38919,19.8,坂元大輔,男,1982/8/20 0:00,,維,,,新,み
46,2012,id09_34_07,広島県７区,-,3,11777,6,神原卓志,男,1956/11/8 0:00,,共,,,新,
46,2012,id09_35_01,山口県１区,当,1,133776,65.9,高村正彦,男,1942/3/15 0:00,11,自,,,前,公
46,2012,id09_35_01,山口県１区,-,3,35622,17.6,飯田哲也,男,1959/1/8 0:00,,未,,,新,大
46,2012,id09_35_01,山口県１区,-,3,23813,11.7,冨村郷司,男,1983/1/22 0:00,,民,,,新,
46,2012,id09_35_01,山口県１区,-,3,9753,4.8,魚永智行,男,1958/3/2 0:00,,共,,,新,
46,2012,id09_35_02,山口県２区,当,1,105760,55.4,岸信夫,男,1959/4/1 0:00,1,自,町,清和会,新,公
46,2012,id09_35_02,山口県２区,-,3,53493,28,平岡秀夫,男,1954/1/14 0:00,,民,,,前,国
46,2012,id09_35_02,山口県２区,-,3,23861,12.5,灰岡香奈,女,1983/6/28 0:00,,維,,,新,み
46,2012,id09_35_02,山口県２区,-,3,7894,4.1,赤松義生,男,1954/5/23 0:00,,共,,,新,
46,2012,id09_35_03,山口県３区,当,1,107833,70.8,河村建夫,男,1942/11/10 0:00,8,自,伊,志帥会,前,公
46,2012,id09_35_03,山口県３区,-,3,28663,18.8,中屋大介,男,1978/2/3 0:00,,民,,,前,国
46,2012,id09_35_03,山口県３区,-,3,15709,10.3,五十嵐仁美,女,1961/11/14 0:00,,共,,,新,
46,2012,id09_35_04,山口県４区,当,1,118696,78.2,安倍晋三,男,1954/9/21 0:00,7,自,,,前,公
46,2012,id09_35_04,山口県４区,-,3,19336,12.7,財満慎太郎,男,1967/4/8 0:00,,民,,,新,
46,2012,id09_35_04,山口県４区,-,3,13815,9.1,桧垣徳雄,男,1964/11/3 0:00,,共,,,新,
46,2012,id10_36_01,徳島県１区,当,1,59231,53.2,福山守,男,1952/12/19 0:00,1,自,,,新,公
46,2012,id10_36_01,徳島県１区,-,3,39402,35.4,仙谷由人,男,1946/1/15 0:00,,民,,,前,国
46,2012,id10_36_01,徳島県１区,-,3,12724,11.4,古田元則,男,1948/1/28 0:00,,共,,,新,
46,2012,id10_36_02,徳島県２区,当,1,68526,55.7,山口俊一,男,1950/2/28 0:00,8,自,麻,志公会,前,公
46,2012,id10_36_02,徳島県２区,-,3,44959,36.6,高井美穂,女,1971/11/30 0:00,,民,,,前,
46,2012,id10_36_02,徳島県２区,-,3,9449,7.7,手塚弘司,男,1961/1/25 0:00,,共,,,新,
46,2012,id10_36_03,徳島県３区,当,1,70197,53.8,後藤田正純,男,1969/8/5 0:00,5,自,,,前,公
46,2012,id10_36_03,徳島県３区,-,3,50803,38.9,仁木博文,男,1966/5/23 0:00,,民,,,前,国
46,2012,id10_36_03,徳島県３区,-,3,6191,4.7,谷内智和,男,1980/11/24 0:00,,共,,,新,
46,2012,id10_36_03,徳島県３区,-,3,3395,2.6,小松由佳,女,1982/1/21 0:00,,諸,,,新,
46,2012,id10_37_01,香川県１区,当,1,84080,47.9,平井卓也,男,1958/1/25 0:00,5,自,,,前,公
46,2012,id10_37_01,香川県１区,比当,2,63114,35.9,小川淳也,男,1971/4/18 0:00,,民,,,前,国
46,2012,id10_37_01,香川県１区,-,3,20143,11.5,今西永児,男,1946/3/31 0:00,,維,,,新,
46,2012,id10_37_01,香川県１区,-,3,8260,4.7,河村整,男,1959/6/6 0:00,,共,,,新,
46,2012,id10_37_02,香川県２区,当,1,79153,50,玉木雄一郎,男,1969/5/1 0:00,2,民,,,前,国
46,2012,id10_37_02,香川県２区,比当,2,72030,45.5,瀬戸隆一,男,1965/8/2 0:00,,自,,,新,公
46,2012,id10_37_02,香川県２区,-,3,7010,4.4,佐伯守,男,1960/10/25 0:00,,共,,,新,
46,2012,id10_37_03,香川県３区,当,1,85463,62.7,大野敬太郎,男,1968/11/1 0:00,1,自,,,新,公
46,2012,id10_37_03,香川県３区,-,3,42907,31.5,米田晴彦,男,1958/9/8 0:00,,社,,,新,
46,2012,id10_37_03,香川県３区,-,3,7888,5.8,藤田均,男,1960/7/1 0:00,,共,,,新,
46,2012,id10_38_01,愛媛県１区,当,1,115798,51.7,塩崎恭久,男,1950/11/7 0:00,6,自,岸,宏池会,前,
46,2012,id10_38_01,愛媛県１区,-,3,49382,22,永江孝子,女,1960/6/15 0:00,,民,,,前,国
46,2012,id10_38_01,愛媛県１区,-,3,48171,21.5,池本俊英,男,1958/9/5 0:00,,維,自,,新,
46,2012,id10_38_01,愛媛県１区,-,3,9902,4.4,田中克彦,男,1967/4/22 0:00,,共,,,新,
46,2012,id10_38_01,愛媛県１区,-,3,875,0.4,郡昭浩,男,1961/2/9 0:00,,無,,,新,
46,2012,id10_38_02,愛媛県２区,当,1,77078,46.8,村上誠一郎,男,1952/5/11 0:00,9,自,,,前,
46,2012,id10_38_02,愛媛県２区,比当,2,48762,29.6,西岡新,男,1973/2/3 0:00,,維,,,新,み
46,2012,id10_38_02,愛媛県２区,-,3,28805,17.5,友近聡朗,男,1975/4/24 0:00,,未,生,,新,大
46,2012,id10_38_02,愛媛県２区,-,3,10205,6.2,竹中由美子,女,1955/2/6 0:00,,共,,,新,
46,2012,id10_38_03,愛媛県３区,当,1,71033,47.2,白石徹,男,1956/4/1 0:00,1,自,,,新,
46,2012,id10_38_03,愛媛県３区,-,3,42725,28.4,白石洋一,男,1963/6/25 0:00,,民,,,前,国
46,2012,id10_38_03,愛媛県３区,-,3,29695,19.7,森夏枝,女,1981/7/2 0:00,,維,,,新,み
46,2012,id10_38_03,愛媛県３区,-,3,7147,4.7,植木正勝,男,1952/9/15 0:00,,共,,,新,
46,2012,id10_38_04,愛媛県４区,当,1,65744,43.1,山本公一,男,1947/9/4 0:00,7,自,,,前,公
46,2012,id10_38_04,愛媛県４区,比当,2,51435,33.8,桜内文城,男,1965/10/21 0:00,,維,み,,新,み
46,2012,id10_38_04,愛媛県４区,-,3,30322,19.9,高橋英行,男,1972/1/17 0:00,,民,,,前,国
46,2012,id10_38_04,愛媛県４区,-,3,4899,3.2,西井直人,男,1957/8/10 0:00,,共,,,新,
46,2012,id10_39_01,高知県１区,当,1,44027,42,福井照,男,1953/12/14 0:00,5,自,岸,宏池会,前,公
46,2012,id10_39_01,高知県１区,-,3,25944,24.7,大石宗,男,1980/9/11 0:00,,民,,,新,国
46,2012,id10_39_01,高知県１区,-,3,18562,17.7,春名直章,男,1959/4/16 0:00,,共,,,元,
46,2012,id10_39_01,高知県１区,-,3,16331,15.6,藤村慎也,男,1977/1/6 0:00,,維,,,新,み
46,2012,id10_39_02,高知県２区,当,1,76662,73.6,中谷元,男,1957/10/14 0:00,8,自,,,前,公
46,2012,id10_39_02,高知県２区,-,3,27513,26.4,岡田芳秀,男,1958/1/7 0:00,,共,,,新,
46,2012,id10_39_03,高知県３区,当,1,80547,71.3,山本有二,男,1952/5/11 0:00,8,自,,,前,公
46,2012,id10_39_03,高知県３区,-,3,32427,28.7,橋元陽一,男,1950/8/1 0:00,,共,,,新,
46,2012,id11_40_01,福岡県１区,当,1,96706,48.3,井上貴博,男,1962/4/2 0:00,1,自,,,新,
46,2012,id11_40_01,福岡県１区,-,3,45014,22.5,竹内今日生,男,1974/3/22 0:00,,み,,,新,維
46,2012,id11_40_01,福岡県１区,-,3,36632,18.3,松本龍,男,1951/5/17 0:00,,民,,,前,国
46,2012,id11_40_01,福岡県１区,-,3,15992,8,比江嶋俊和,男,1947/1/3 0:00,,共,,,新,
46,2012,id11_40_01,福岡県１区,-,3,5762,2.9,犬丸勝子,女,1955/1/22 0:00,,無,,,新,
46,2012,id11_40_02,福岡県２区,当,1,105493,43.6,鬼木誠,男,1972/10/16 0:00,1,自,,,新,
46,2012,id11_40_02,福岡県２区,-,3,68359,28.2,稲富修二,男,1970/8/26 0:00,,民,,,前,国
46,2012,id11_40_02,福岡県２区,-,3,42731,17.6,頭山晋太郎,男,1977/5/23 0:00,,維,太,,新,
46,2012,id11_40_02,福岡県２区,-,3,14115,5.8,倉元達朗,男,1967/7/11 0:00,,共,,,新,
46,2012,id11_40_02,福岡県２区,-,3,11442,4.7,小谷学,男,1973/7/27 0:00,,未,生,,新,大
46,2012,id11_40_03,福岡県３区,当,1,118299,51.2,古賀篤,男,1972/7/14 0:00,1,自,,,新,公
46,2012,id11_40_03,福岡県３区,-,3,57472,24.9,藤田一枝,女,1949/7/20 0:00,,民,,,前,国
46,2012,id11_40_03,福岡県３区,-,3,42126,18.2,寺島浩幸,男,1961/5/17 0:00,,み,,,新,維
46,2012,id11_40_03,福岡県３区,-,3,13093,5.7,川原康裕,男,1981/9/8 0:00,,共,,,新,
46,2012,id11_40_04,福岡県４区,当,1,86039,44.7,宮内秀樹,男,1962/10/19 0:00,1,自,,,新,公
46,2012,id11_40_04,福岡県４区,比当,2,42319,22,河野正美,男,1961/6/30 0:00,,維,太,,新,
46,2012,id11_40_04,福岡県４区,-,3,31432,16.3,岸本善成,男,1974/5/4 0:00,,民,,,新,国
46,2012,id11_40_04,福岡県４区,-,3,17237,9,古賀敬章,男,1953/4/25 0:00,,未,生,,前,大
46,2012,id11_40_04,福岡県４区,-,3,11946,6.2,新留清隆,男,1955/7/28 0:00,,共,,,新,
46,2012,id11_40_04,福岡県４区,-,3,3543,1.8,吉冨和枝,女,1959/4/12 0:00,,諸,,,新,
46,2012,id11_40_05,福岡県５区,当,1,113155,47.4,原田義昭,男,1944/10/1 0:00,6,自,山,近未来,元,公
46,2012,id11_40_05,福岡県５区,-,3,56940,23.8,楠田大蔵,男,1975/4/20 0:00,,民,,,前,国
46,2012,id11_40_05,福岡県５区,-,3,46416,19.4,吉田俊之,男,1956/6/7 0:00,,維,,,新,み
46,2012,id11_40_05,福岡県５区,-,3,11213,4.7,浜武振一,男,1965/10/23 0:00,,未,,,新,大
46,2012,id11_40_05,福岡県５区,-,3,11068,4.6,田中陽二,男,1956/7/16 0:00,,共,,,新,
46,2012,id11_40_06,福岡県６区,当,1,87705,41.6,鳩山邦夫,男,1948/9/13 0:00,12,無,自,,前,自
46,2012,id11_40_06,福岡県６区,-,3,47643,22.6,古賀一成,男,1947/7/30 0:00,,民,,,前,国
46,2012,id11_40_06,福岡県６区,-,3,32321,15.3,内野雅晴,男,1976/11/12 0:00,,維,,,新,み
46,2012,id11_40_06,福岡県６区,-,3,32305,15.3,江口善明,男,1974/3/26 0:00,,無,自,,新,
46,2012,id11_40_06,福岡県６区,-,3,11003,5.2,金子睦美,女,1961/2/23 0:00,,共,,,新,
46,2012,id11_40_07,福岡県７区,当,1,96172,53.6,藤丸敏,男,1960/1/19 0:00,1,自,,,新,公
46,2012,id11_40_07,福岡県７区,-,3,53647,29.9,野田国義,男,1958/6/3 0:00,,民,,,前,国
